lc,quantity,serving_size,packaging_tags,brands_tags,categories_tags,labels_tags,countries_tags,stores_tags,allergens_tags,traces_tags,nutrition_data_per,nutrition_data_prepared_per,energy-kj_value,energy-kcal_value,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,fiber_value,fiber_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,vitamin-d_value,vitamin-d_unit,calcium_value,calcium_unit,iron_value,iron_unit,packaging_1_shape,packaging_1_material,packaging_2_shape,packaging_2_material,link,off:food_groups,off:food_groups_tags,off:nova_groups,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_grade,off:ecoscore_score,off:ecoscore_data.missing_key_data,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.origins_of_ingredients.value,off:ecoscore_data.adjustments.packaging.value,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,off:ecoscore_data.adjustments.production_system.value,off:ecoscore_data.adjustments.threatened_species.value,data_sources,product_name,ingredients
es,375 ,30 g,,"crunch,nestle","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","en:nutriscore,en:nutriscore-grade-c","en:portugal,en:spain",,en:gluten,"en:milk,en:nuts,en:peanuts",100g,100g,1700.0,403.0,7.6,g,2.0,g,72.7,g,24.9,g,7.2,g,7.4,g,0.04,g,0.016,g,1700.0,kJ,,,,,,,,,,,https://saboreiaavida.nestle.pt/produtos/cereais/cereais-crocantes-crunch,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,c,6.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Cereais Crunch 375g,"Cereales (62,8%) [_trigo_ integral (31,5%), harina de arroz (22,8%), sémola de maíz (8,5%)], azúcar, chocolate (12,6%) (cacao desgrasado en polvo, azúcar, cacao), jarabe de glucosa, aceite de girasol, jarabe de azúcar moreno parcialmente invertido, vitaminas y minerales (vitamina D, tiamina, riboflavina, niacina, vitamina B6, ácido fólico, ácido pantoténico, carbonato cálcico, hierro), emulgente (lecitina de girasol), aroma natural."
es,500,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,,marjar blanco,
en,1,1 Tbsp (15 ml),,nestle,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:milk-substitutes,en:creamer",,"en:france,en:spain,en:united-states",,,,100g,100g,,233.0,10.0,g,0.0,g,33.333333333333,g,33.333333333333,g,0.0,g,0.0,g,0.083333333333333,g,0.0333333333333332,g,233.0,kcal,,,,,,,,,,,,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",4.0,en:4-ultra-processed-food-and-drink-products,c,9.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, Databases, database-usda, App - InFood",Potato Salad,"water, sugar, vegetable oil (high oleic soybean and/or high oleic canola), and less than 2% of micellar casein (a milk derivative)**, mono - and diglycerides, dipotassium phosphate, natural and artificial flavor, cellulose gel, cellulose gum, carrageenan,"
es,600,,en:pot,nestle,"en:beverages,en:dairies,en:dried-products,en:milks,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,en:milk-powders","en:low-or-no-fat,en:no-gluten,en:no-fat,en:nutriscore",en:spain,,,,100g,100g,,359.0,0.9,g,0.5,g,52.4,g,52.4,g,0.0,g,35.2,g,1.25,g,0.5,g,359.0,kcal,,,,,,,en:pot,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,unknown,,e,-15.0,,19054.0,-5,-10,0,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood",Sveltesse leche en polvo,"Leche de vaca desnatada en polva, carbonato cálcico, vitaminas liposolubles (A, D, E, K)"
es,,,,nestle,,en:no-lactose,en:spain,,,,100g,100g,,14.0,0.77,g,0.7,g,1.63,g,0.23,g,0.0,g,0.04,g,2.0,g,0.8,g,14.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Coffee mate,
es,,,,nestle,"en:beverages,en:dairies,en:dried-products,en:milks,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,en:milk-powders","en:low-or-no-fat,en:no-gluten,en:no-fat",en:spain,,,,100g,100g,,370.0,1.0,g,0.6,g,54.0,g,52.4,g,,,36.3,g,1.35,g,0.54,g,370.0,kcal,0.0015,mg,1.592,mg,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",1.0,en:1-unprocessed-or-minimally-processed-foods,unknown,,e,-20.0,1.0,19054.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts, App - InFood",Sveltesse leche en polvo,"Leche de vaca desnatada en polvo, carbonato de calcio,"
es,,,,nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-pops",en:no-gluten,en:spain,,,,100g,100g,,67.0,0.0,g,0.0,g,16.0,g,13.0,g,0.0,g,0.0,g,0.0,g,0.0,g,67.0,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",,unknown,b,2.0,b,74.0,1.0,39526.0,-5,-15,1,0,,"App - yuka, Apps",Pirulo Tropical,
es,200 ,80 g,,"garden-gourmet,nestle","en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues,en:breaded-products,en:vegetarian-nuggets,en:vegan-nuggets","en:vegetarian,en:source-of-fibre,en:european-vegetarian-union,en:nutriscore,en:nutriscore-grade-a",en:spain,,"en:gluten,en:mustard,en:sesame-seeds,en:soybeans",en:celery,100g,100g,,226.0,10.0,g,1.1,g,14.0,g,2.6,g,6.0,g,17.0,g,1.3,g,0.52,g,226.0,kcal,,,,,,,,,,,,,,3.0,en:3-processed-foods,a,-2.0,b,65.0,1.0,25227.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Nuggets Garden Gourmet,"Agua, proteina de soja (12 %), pan rallado (harina de trigo, agua, sal, levadura, aceite de nabina, extracto de especia), proteina de trigo (5,3 %), aceites vegetales (nabina, girasol), sésamo, harina de trigo, puré de manzana, clara de huevo en polvo, mayonesa (18 %) (aceite de girasol, vinagre, yema de huevo, mostaza, sal yodada, azúcar), especias (cebolla en polvo, ajo en polvo, pimienta negra), extracto de levadura, cebolla deshidratada, vinagre, almidón de maíz, sal, fibra de citricos."
es,150 ,150,en:plastic,nestle,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir",en:green-dot,en:spain,"el-corte-ingles,consum",en:milk,,100g,100g,272.0,65.0,2.9,g,2.2,g,4.3,g,4.3,g,0.0,g,5.5,g,0.13,g,0.052,g,272.0,kJ,,,0.15,g,,,,en:plastic,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",3.0,en:3-processed-foods,e,15.0,unknown,,,,-5,-10,1,0,,"App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts",Kéfir natural,"Leche desnatada pasteurizada, nata, fermentos lácteos, gránulos de kefir, levaduras, vitamina D."
en,,100.0 g,,nestle,,en:no-colorings,en:spain,,en:soybeans,,serving,100g,,266.0,5.2,g,,,46.0,g,,,,,8.7,g,,,,,266.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - macrofactor, Apps",Hallulla Precocida,"Ingredientes: Pulpa de frambuesa (50%), agua, agentes de relleno
(eritritol y polidextrosa), jugo de uva, espesantes (goma garrofin y
goma guar) y saborizante natural. Elaborado en equipos que
tambien procesan productos con leche, soya, sulfito, gluten y otras
nueces."
fr,25 ,25 g,"en:plastic,fr:film-plastique,nl:90,nl:tidyman-wastebasket","nestle,chocapic","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars",en:green-dot,"en:france,en:portugal,en:spain,en:switzerland","lidl,carrefour-market","en:gluten,en:milk","en:nuts,en:soybeans",serving,100g,423.0,101.0,3.4,g,1.5,g,15.6,g,5.6,g,1.5,g,1.9,g,0.1,g,0.04,g,423.0,kJ,,,0.27,g,0.0029,g,en:film,en:plastic,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,c,10.0,c,50.0,,31106.0,-5,-1,0,0,,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - smoothie-openfoodfacts",Chocapic,"cereales 28.1% (harina de _trigo_ integral 19.6%, harina de _trigo_, sémola de maíz, harina de arroz), jarabe de glucosa, grasas vegetales (palmiste, palma, girasol), chocolate en polvo 10% (azúcar, cacao), _leche_ condensada 8.8% (_leche_, azúcar), _leche_ desnatada en polvo 8.7%, humectantes (jarabe de sorbitol, glicerina), jarabe de azúcar invertido, azúcar, maltodextrina, dextrosa, emulgente (lecitina de girasol), sal, extracto de malta de _cebada_, antioxidante (extracto rico en tocoferoles), cacao desgrasado, aroma de vainilla, corrector de acidez (fosfato trisódico), vitaminas y minerales (riboflavina, niacina, B6, ácido folico, ácido pantoténico, carbonato cálcio, hierro)"
en,187,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons",,en:spain,,en:milk,en:nuts,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",4.0,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,1.0,,-5,-15,1,0,-10.0,"App - InFood, Apps",Bombones bestial mix Nestlé,"sugar, cocoa butter*, milk, vegetable fats (palm, shea), skimmed milk powder, cocoa mass, biscuit (3,8%) [wheat four, palm fat, sugar, glucose syrup, yeast powder (sodium and ammonium carbonates), salt, flavouring, milk powder whey, fat reduced cocoa powder, anhydrous milk fat, emulsifier lecithins), natural vanilla flavours, allergy information in bold, may contain nuts"
es,,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals",,en:spain,,,,serving,100g,,110.0,1.0,g,0.0,g,25.0,g,10.0,g,,,2.0,g,0.2,g,0.08,g,110.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,unknown,,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Lucky Charms,
fr,430,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals",,"en:italy,en:spain",,,,100g,100g,,377.0,3.2,g,0.6,g,75.0,g,24.1,g,7.4,g,8.5,g,1.07,g,0.428,g,377.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,c,8.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Cheerios,
es,600 ,,,"nestle,fitness","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals",,en:spain,,en:gluten,"en:nuts,en:peanuts",100g,100g,,400.0,8.2,g,4.5,g,68.7,g,16.7,g,8.7,g,8.9,g,0.75,g,0.3,g,400.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,c,9.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Fitness chocolate negro,"Copos de cereales (64%): Cereales [trigo integral (32,4%), arroz (23,8%), avena integral (4,5%)], azúcar, jarabe de azúcar moreno parcialmente invertido, extracto de malta de cebada (cebada, malta de cebada), sal, jarabe de glucosa, antioxidante (extracto rico en tocoferoles). Copos de cereales recubiertos de chocolate negro (36%): Chocolate negro (20,6%) (cacao, azúcar, grasa láctea, emulgente: lecitina de soja, aroma de vainilla), copos de cereales [cereales (trigo integral 7,9%, arroz 5,8%, avena integral 1,1%), azúcar, jarabe de azúcar moreno parcialmente invertido, extracto de malta de cebada (cebada, malta de cebada), sal, jarabe de glucosa, antioxidante (extracto rico en tocoferoles)], agente de recubrimiento (goma arábiga, jarabe de glucosa, polidextrosa). VITAMINAS Y MINERALES: Riboflavina, niacina, vitamina B6, ácido fólico, ácido pantoténico, carbonato cálcico, hierro. Puede contener cacahuete y frutos secos."
es,,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals",,en:spain,,,,100g,100g,,368.0,1.8,g,0.6,g,74.9,g,10.8,g,,,9.4,g,0.95,g,0.38,g,368.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,c,5.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Fitness original,
es,,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals",en:no-colorings,en:spain,,,,100g,100g,,400.0,6.4,g,1.5,g,73.4,g,4.67,g,,,12.0,g,0.467,g,0.1868,g,400.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,c,3.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Nestle Cereal Avena Integral,
fr,100 ,16.7g,"en:metal,en:paper,en:sheet","nestle,crunch","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolates,en:milk-chocolates,en:cereal-chocolates,en:puffed-cereal-milk-chocolates","en:no-gluten,en:crossed-grain-trademark,en:green-dot,en:nestle-cocoa-plan,en:nutriscore,en:nutriscore-grade-e,en:rainforest-alliance,fr:triman","en:belgium,en:france,en:martinique,en:reunion,en:serbia,en:spain,en:switzerland","carrefour,lidl,casino,simply-market,geant,cora,delhaize",en:milk,en:nuts,100g,100g,2147.0,513.0,25.8,g,15.5,g,62.4,g,50.4,g,1.9,g,6.5,g,0.35,g,0.14,g,2147.0,kJ,,,,,,,en:sheet,en:metal,en:sheet,en:paper,https://www.nestle.fr/nosmarques/chocolatconfiseries/crunch,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,26.0,c,42.0,,31009.0,-5,-2,0,10,,"App - yuka, Apps, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, Databases, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",Crunch,"sugar, cocoa butter, crispy cereals 15% (rice flour, sugar, lean cocoa, salt), cocoa mass, whole milk powder, skimmed milk powder, whey powder, anhydrous milk fat, emulsifier (lecithins), natural vanilla flavour, may contain:nuts, gluten-free, nestle (nd melkchocolade 85% met krokante granen 15%, ten minste 29% cacaobestanddelen,  ingrediënten: cocea suiker, cacaoboter, krokante granen 15% (riistmeel ne"
es,150 ,,,nestle,"en:dairies,en:desserts,en:dairy-desserts,en:puddings,en:protein-pudding",,"en:portugal,en:spain",,en:milk,,100g,100g,322.0,76.0,0.4,g,0.3,g,7.7,g,5.0,g,0.7,g,10.0,g,0.15,g,0.06,g,322.0,kJ,,,,,,,,,,,,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",4.0,en:4-ultra-processed-food-and-drink-products,a,-4.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - smoothie-openfoodfacts",LINDAHLs PROTEIN PUDDING CHOCOLATE,"Leche desnatada (87,3%), proteínas lácteas, cacao desgrasado en polvo (2%), almidón modificado de maíz, estabilizante (pectinas), edulcorantes (acesulfamo K, sucralosa). Las proteínas contribuyen a conservar la masa muscular. Es importante seguir una dieta variada y equilibrada y un estilo de vida saludable. Lactalis Nestlé - Avenida de la Fama 16-20 08940 Cornellà de Llobregat de una (Barcelona). DR. Dose"
en,,,,nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-pops",en:no-gluten,en:spain,,"en:milk,en:soybeans",,100g,100g,,121.0,1.5,g,1.3,g,25.8,g,21.1,g,,,0.3,g,0.01,g,0.004,g,121.0,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",4.0,en:4-ultra-processed-food-and-drink-products,c,6.0,b,74.0,1.0,39526.0,-5,-15,1,0,,"App - yuka, Apps, App - InFood",ColaJet,"ES HELADOS DE AGUA SABOR A LIMÓN Y SABOR A COLA CON RECUBRIMIENTO AL CACAO (2,5 %), Ingredientes: agua, azúcar, jarabe de glucosa, zumo de limón a partir de concentrado (4 %), leche desnatada en polvo reconstituida, grasa de coco, aceites vegetales (girasol, nabina) en proporciones variables, acidulantes (ácido cítrico, ácido fosfórico), colorantes (E 150d, curcumina), cacao magro (0,2 %), suero lácteo en polvo, estabilizantes (goma guar, goma garrofín, alginato sódico, carragenanos), aromas, dextrosa, proteínas de la leche y lactosa, emulgente [lecitinas (con soja)], Conservar a temperaturas inferiores a - 18°C, Consumir preferentemente antes del fin de / Lote: ver lado, Sin gluten"
en,350 ,210 g (portion),"en:plastic,en:pe-polyethylene,en:hdpe-high-density-polyethylene,en:pp-polypropylene,en:box,fr:opercule-en-plastique","nestle,nesquik","en:cocoa-and-its-products,en:cacaos-en-poudre,en:cacaos-et-chocolats-en-poudre","en:low-or-no-sugar,en:low-sugar,en:no-gluten,en:reduced-sugar,en:green-dot,en:made-in-france,en:nutriscore,en:nutriscore-grade-a,en:rainforest-alliance,fr:triman","en:belgium,en:france,en:hungary,en:italy,en:spain,en:switzerland","cora,magasins-u,carrefour-fr","en:gluten,en:soybeans",,100g,100g,1370.0,327.0,5.4,g,2.2,g,45.2,g,25.0,g,29.6,g,9.1,g,0.08,g,0.032,g,1370.0,kJ,11.0,µg,252.0,mg,,mg,en:seal,en:hdpe-2-high-density-polyethylene,en:box,en:pp-5-polypropylene,,,,4.0,en:4-ultra-processed-food-and-drink-products,c,6.0,unknown,,,,4,-15,0,10,,"App - yuka, Apps, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, Databases, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",Nesquik,"low-fat cocoa powder (28%), soluble corn fibre, sugars, oat flour**, emulsifier (soy lecithin), natural flavours, vitamins (c, d), cinnamon, **gluten free,"
fr,100 ,4 g,"en:metal,en:box,en:can,en:drink-can,en:steel,fr:boite-en-metal","nestle,ricore","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:instant-beverages,en:instant-mix-of-chicory-and-coffee-powder","en:source-of-fibre,en:sustainable-farming,en:green-dot,en:high-fibres,en:made-in-france,en:magnesium-source,en:nutriscore,en:nutriscore-grade-a,en:utz-certified,fr:triman","en:belgium,en:france,en:morocco,en:spain,en:switzerland","magasins-u,al-campo-auchan,carrefour,auchan,delhaize,carrefour-fr",,,100g,100g,577.0,141.0,0.5,g,0.1,g,9.1,g,9.1,g,45.3,g,2.7,g,0.23,g,0.092,g,577.0,kJ,,,,,,,en:lid,en:plastic,en:box,en:steel,,,,1.0,en:1-unprocessed-or-minimally-processed-foods,e,12.0,e,-7.0,,18150.0,-2,-15,0,10,,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - mon-coach-ig-bas","Ricoré, original, café y achicoria","soluble coffee 33.2%, chicory fiber (oligofructose) 33%, soluble chicory 30%, magnesium sulfate,"
pt,150 ,150 g,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts","en:low-or-no-fat,en:low-fat,en:contains-a-source-of-phenylalanine,en:green-dot,en:with-sweeteners,pt:baixo-teor-de-acucar,pt:ecoponto-amarelo,pt:rico-em-proteina","en:portugal,en:spain",,en:milk,en:none,100g,100g,250.0,59.0,0.6,g,0.2,g,3.4,g,3.2,g,0.0,g,10.0,g,0.1,g,0.04,g,250.0,kJ,,,,,,,,,,,,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",4.0,en:4-ultra-processed-food-and-drink-products,a,-5.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - elcoco, App - El CoCo, App - InFood, App - smoothie-openfoodfacts",Lindahls Kvarg Stracciatella,"_Queijo_ Quark magro (93,5%), preparado de Stracciatella (6,5%) [água, pedaços de chocolate (0,5%) (manteiga de cacau, cacau em pó, cacau magro em pó, _manteiga_ concentrada, açúcar), amido de milho modificado, aroma natural de baunilha, espessante (pectinas), edulcorantes (aspartame, acessulfame K), vitamina D]."
fr,,,,nestle,"en:snacks,en:sweet-snacks,en:bars,en:cereal-bars","en:green-dot,en:nutriscore,en:nutriscore-grade-c","en:france,en:spain",,,,100g,100g,,390.0,10.9,g,4.8,g,66.0,g,21.4,g,5.0,g,7.6,g,0.57,g,0.228,g,390.0,kcal,0.0,g,1.03,g,,,,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",,unknown,c,9.0,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - macrofactor",Golden Graham Breakfast Cereal Bar,
es,310 ,30 g,,"fitness,nestle","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals,en:extruded-cereals","en:natural-flavors,en:new,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a","en:portugal,en:spain",,en:gluten,"en:milk,en:nuts",100g,100g,1477.0,351.0,5.1,g,1.8,g,64.1,g,0.8,g,12.4,g,12.1,g,0.89,g,0.356,g,1477.0,kJ,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,a,-2.0,e,15.0,1.0,32135.0,-5,-15,1,0,-10.0,"App - smoothie-openfoodfacts, Apps, App - Waistline",Protein,"65,0% VOLLKORNWEIZENMEHL, Süßungsmittel (Maltitsirup), DE 8,2% VOLLKORNHAFERMEHL, 6,2 % Kakao, 5,0 % Vollkornquinoamehi, WEIZENGLUTEN, Oligofruktose, enthält Sonnenblumenöl und/oder Palmöl, natürliche Aromen, Salz, Backtriebmittel (Natriumbicarbonate), Emulgator (Lecithine), Antioxidationsmittel (stark tocopherolhaltige Extrakte)."
en,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,,caja roja,
es,170 ,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates","en:no-gluten,en:green-dot,en:nutriscore,en:nutriscore-grade-d,en:rainforest-alliance","en:andorra,en:spain",,en:milk,"en:milk,en:nuts",100g,100g,2454.0,592.0,44.7,g,26.8,g,33.0,g,26.5,g,10.9,g,9.0,g,0.01,g,0.004,g,2454.0,kJ,,,,,,,en:unknown,en:aluminium,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,d,17.0,d,37.0,,31005.0,-5,-3,0,10,,"App - yuka, Apps, App - InFood",Chocolate negro 70% fácil de fundir,"Pasta de cacao¹, azúcar, manteca de cacao, grasa LACTEA anhidra, aroma natural de vainilla. Puede contener LECHE y FRUTOS DE CASCARA."
es,200 ,,"en:glass,en:green-dot","nestle,nescafe","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:instant-beverages,en:unsweetened-beverages,en:instant-coffees",en:green-dot,"en:france,en:germany,en:spain","carrefour,condis,alcampo,mercadona,eroski,dia,caprabo,hipercor,el-corte-ingles",,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nescafe.com/es/nuestros-cafes/nescafe-classic-natural,,,1.0,en:1-unprocessed-or-minimally-processed-foods,b,0.0,e,-20.0,1.0,18005.0,-5,-15,1,0,,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",Nescafé classic natural,Café soluble.
es,,,,nestle,,"en:low-or-no-fat,en:low-fat,en:reduced-fat,en:40-less-fat,en:no-lactose",en:spain,,,,100g,100g,,109.0,4.0,g,2.3,g,11.0,g,11.0,g,,,7.4,g,0.22,g,0.088,g,109.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Ideal sin lactosa,
es,,,,nestle,,,en:spain,,,,100g,100g,,100.0,8.0,g,5.3,g,4.1,g,4.1,g,0.0,g,3.0,g,0.13,g,0.052,g,100.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Yaos estilo griego,
es,270,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates","en:no-gluten,en:green-dot,en:nutriscore,en:nutriscore-grade-e",en:spain,,,"en:milk,en:nuts",100g,100g,,524.0,29.3,g,17.6,g,55.2,g,50.7,g,7.5,g,6.2,g,0.0,g,0.0,g,524.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,21.0,e,15.0,1.0,31005.0,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo, App - InFood, App - smoothie-openfoodfacts",Nestle Chocolate negro Dark sin gluten,"Azúcar, cacao, manteca de cacao, emulgente (lecitina de girasol), aroma natural de vainilla, Puede contener leche y frutos de cáscara, Cacao: 49% minimo,"
es,125 ,"17,8g",,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates","en:no-gluten,en:rainforest-alliance","en:morocco,en:spain",el-corte-ingles,,"en:milk,en:nuts",100g,100g,2188.0,524.0,29.3,g,17.6,g,55.2,g,50.7,g,7.5,g,6.2,g,0.0,g,0.0,g,2188.0,kJ,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,21.0,d,25.0,1.0,31005.0,-5,-15,1,10,,"App - yuka, Apps, App - Open Food Facts",Netsle Chocolat noir 100% cacao,"Azúcar, cacao, manteca de cacao, emulgente (lecitina de girasol), aroma natural de vainilla."
